gene	outcome	accessions	matched_by	uniprot_primary_symbol
SDHB	member	P21912	primary	SDHB
SDHC	member	Q99643	primary	SDHC
SDHD	member	O14521	primary	SDHD
SDPR	member	O95810	synonym	CAVIN2
SDR39U1	member	Q9NRG7	primary	SDR39U1
SDR9C7	member	Q8NEX9	primary	SDR9C7
SDSL	member	Q96GA7	primary	SDSL
SEC11A	member	P67812	primary	SEC11A
SEC13	member	P55735	primary	SEC13
SEC16A	member	O15027	primary	SEC16A
SEC22B	member	O75396	primary	SEC22B
SEC23A	member	Q15436	primary	SEC23A
SEC23IP	member	Q9Y6Y8	primary	SEC23IP
SEC24B	member	O95487	primary	SEC24B
SEC24C	member	P53992	primary	SEC24C
SEC24D	member	O94855	primary	SEC24D
SEC31A	member	O94979	primary	SEC31A
SEC61A1	member	P61619	primary	SEC61A1
SEC61A2	member	Q9H9S3	primary	SEC61A2
SEC61B	member	P60468	primary	SEC61B
SEC62	member	Q99442	primary	SEC62
SEC63	member	Q9UGP8	primary	SEC63
SELENBP1	member	Q13228	primary	SELENBP1
SEMA3C	member	Q99985	primary	SEMA3C
SEMG1	member	P04279	primary	SEMG1
SEMG2	member	Q02383	primary	SEMG2
SEPHS1	member	P49903	primary	SEPHS1
SEPW1	member	P63302	synonym	SELENOW
SERAC1	member	Q96JX3	primary	SERAC1
SERBP1	member	Q8NC51	primary	SERBP1
SERPINA1	member	P01009	primary	SERPINA1
SERPINA12	member	Q8IW75	primary	SERPINA12
SERPINA3	member	P01011	primary	SERPINA3
SERPINA6	member	P08185	primary	SERPINA6
SERPINB1	member	P30740	primary	SERPINB1
SERPINB12	member	Q96P63	primary	SERPINB12
SERPINB13	member	Q9UIV8	primary	SERPINB13
SERPINB2	member	P05120	primary	SERPINB2
SERPINB3	member	P29508	primary	SERPINB3
SERPINB4	member	P48594	primary	SERPINB4
SERPINB5	member	P36952	primary	SERPINB5
SERPINB6	member	P35237	primary	SERPINB6
SERPINB7	member	O75635	primary	SERPINB7
SERPINB8	member	P50452	primary	SERPINB8
SERPINB9	member	P50453	primary	SERPINB9
SERPINC1	member	P01008	primary	SERPINC1
SERPIND1	member	P05546	primary	SERPIND1
SERPINE1	member	P05121	primary	SERPINE1
SERPINF1	member	P36955	primary	SERPINF1
SERPINF2	member	P08697	primary	SERPINF2
SERPING1	member	P05155	primary	SERPING1
SERPINH1	member	P50454	primary	SERPINH1
SESN1	member	Q9Y6P5	primary	SESN1
SET	member	Q01105	primary	SET
SETD3	member	Q86TU7	primary	SETD3
SETD7	member	Q8WTS6	primary	SETD7
SETMAR	member	Q53H47	primary	SETMAR
SETSIP	member	P0DME0	primary	SETSIP
SF3A1	member	Q15459	primary	SF3A1
SF3A3	member	Q12874	primary	SF3A3
SF3B1	member	O75533	primary	SF3B1
SF3B2	member	Q13435	primary	SF3B2
SF3B3	member	Q15393	primary	SF3B3
SFN	ambiguous	P31947;Q9Y3B8		
SFPQ	member	P23246	primary	SFPQ
SFXN1	member	Q9H9B4	primary	SFXN1
SFXN3	member	Q9BWM7	primary	SFXN3
SFXN4	member	Q6P4A7	primary	SFXN4
SGCA	member	Q16586	primary	SGCA
SGCB	member	Q16585	primary	SGCB
SGCD	member	Q92629	primary	SGCD
SGCG	member	Q13326	primary	SGCG
SGPL1	member	O95470	primary	SGPL1
SGTA	member	O43765	primary	SGTA
SH3BGR	member	P55822	primary	SH3BGR
SH3BGRL	member	O75368	primary	SH3BGRL
SH3BGRL3	member	Q9H299	primary	SH3BGRL3
SH3GL1	member	Q99961	primary	SH3GL1
SH3GLB1	member	Q9Y371	primary	SH3GLB1
SH3GLB2	member	Q9NR46	primary	SH3GLB2
SH3KBP1	member	Q96B97	primary	SH3KBP1
SHMT1	member	P34896	primary	SHMT1
SHMT2	member	P34897	primary	SHMT2
SHOC2	member	Q9UQ13	primary	SHOC2
SHROOM2	member	Q13796	primary	SHROOM2
SIAE	member	Q9HAT2	primary	SIAE
SIL1	member	Q9H173	primary	SIL1
SIPA1L2	member	Q9P2F8	primary	SIPA1L2
SIRT2	member	Q8IXJ6	primary	SIRT2
SIRT3	member	Q9NTG7	primary	SIRT3
SIRT5	member	Q9NXA8	primary	SIRT5
SKIV2L	member	Q15477	synonym	SKIC2
SKP1	member	P63208	primary	SKP1
SLAIN2	member	Q9P270	primary	SLAIN2
SLC12A2	member	P55011	primary	SLC12A2
SLC12A4	member	Q9UP95	primary	SLC12A4
SLC16A1	member	P53985	primary	SLC16A1
SLC16A3	member	O15427	primary	SLC16A3
SLC16A7	member	O60669	primary	SLC16A7
SLC1A4	member	P43007	primary	SLC1A4
SLC1A5	member	Q15758	primary	SLC1A5
SLC20A2	member	Q08357	primary	SLC20A2
SLC25A1	member	P53007	primary	SLC25A1
SLC25A11	member	Q02978	primary	SLC25A11
SLC25A12	member	O75746	primary	SLC25A12
SLC25A13	member	Q9UJS0	primary	SLC25A13
SLC25A20	member	O43772	primary	SLC25A20
SLC25A24	member	Q6NUK1	primary	SLC25A24
SLC25A3	member	Q00325	primary	SLC25A3
SLC25A4	member	P12235	primary	SLC25A4
SLC25A42	member	Q86VD7	primary	SLC25A42
SLC25A46	member	Q96AG3	primary	SLC25A46
SLC25A5	member	P05141	primary	SLC25A5
SLC25A6	member	P12236	primary	SLC25A6
SLC27A1	member	Q6PCB7	primary	SLC27A1
SLC2A1	in_tier1	P11166	primary	SLC2A1
SLC2A4	member	P14672	primary	SLC2A4
SLC30A9	member	Q6PML9	primary	SLC30A9
SLC35A4	ambiguous	L0R6Q1;Q96G79		
SLC35B2	member	Q8TB61	primary	SLC35B2
SLC37A4	member	O43826	primary	SLC37A4
SLC39A14	member	Q15043	primary	SLC39A14
SLC3A2	member	P08195	primary	SLC3A2
SLC41A3	member	Q96GZ6	primary	SLC41A3
SLC44A2	member	Q8IWA5	primary	SLC44A2
SLC4A1	in_tier1	P02730	primary	SLC4A1
SLC4A2	member	P04920	primary	SLC4A2
SLC9A3R1	member	O14745	synonym	NHERF1
SLC9A3R2	member	Q15599	synonym	NHERF2
SLFN5	ambiguous	Q08AF3;Q6IEE8		
SLIRP	member	Q9GZT3	primary	SLIRP
SLK	member	Q9H2G2	primary	SLK
SLMAP	in_tier1	Q14BN4	primary	SLMAP
SLTM	member	Q9NWH9	primary	SLTM
SMAD2	member	Q15796	primary	SMAD2
SMAD3	member	P84022	primary	SMAD3
SMAD4	member	Q13485	primary	SMAD4
SMAD9	member	O15198	primary	SMAD9
SMAP	ambiguous	O00193;Q92845;Q9H0E9		
SMARCA1	member	P28370	primary	SMARCA1
SMARCA4	member	P51532	primary	SMARCA4
SMARCA5	member	O60264	primary	SMARCA5
SMARCC2	member	Q8TAQ2	primary	SMARCC2
SMARCD3	member	Q6STE5	primary	SMARCD3
SMC1A	member	Q14683	primary	SMC1A
SMC3	member	Q9UQE7	primary	SMC3
SMCHD1	member	A6NHR9	primary	SMCHD1
SMDT1	member	Q9H4I9	primary	SMDT1
SMG1	member	Q96Q15	primary	SMG1
SMIM11	member	P58511	primary	SMIM11
SMIM12	member	Q96EX1	primary	SMIM12
SMIM13	member	P0DJ93	primary	SMIM13
SMIM20	member	Q8N5G0	primary	SMIM20
SMPD4	member	Q9NXE4	primary	SMPD4
SMPX	in_tier1	Q9UHP9	primary	SMPX
SMS	member	P52788	primary	SMS
SMTN	member	P53814	primary	SMTN
SMTNL1	in_tier1	A8MU46	primary	SMTNL1
SMTNL2	member	Q2TAL5	primary	SMTNL2
SMYD1	member	Q8NB12	primary	SMYD1
SMYD2	member	Q9NRG4	primary	SMYD2
SNAP23	member	O00161	primary	SNAP23
SND1	member	Q7KZF4	primary	SND1
SNRNP200	member	O75643	primary	SNRNP200
SNRNP70	member	P08621	primary	SNRNP70
SNRPA	member	P09012	primary	SNRPA
SNRPA1	member	P09661	primary	SNRPA1
SNRPB	member	P14678	primary	SNRPB
SNRPB2	member	P08579	primary	SNRPB2
SNRPC	member	P09234	primary	SNRPC
SNRPD1	ambiguous	P62314;P62316		
SNRPD2	member	P62316	primary	SNRPD2
SNRPD3	member	P62318	primary	SNRPD3
SNRPE	member	P62304	primary	SNRPE
SNRPF	member	P62306	primary	SNRPF
SNRPG	member	P62308	primary	SNRPG
SNRPGP15	member	A8MWD9	primary	SNRPGP15
SNRPN	member	P63162	primary	SNRPN
SNTA1	member	Q13424	primary	SNTA1
SNTB1	member	Q13884	primary	SNTB1
SNTB2	member	Q13425	primary	SNTB2
SNW1	member	Q13573	primary	SNW1
SNX1	member	Q13596	primary	SNX1
SNX12	member	Q9UMY4	primary	SNX12
SNX15	member	Q9NRS6	primary	SNX15
SNX2	member	O60749	primary	SNX2
SNX27	member	Q96L92	primary	SNX27
SNX3	member	O60493	primary	SNX3
SNX4	member	O95219	primary	SNX4
SNX5	member	Q9Y5X3	primary	SNX5
SNX6	member	Q9UNH7	primary	SNX6
SNX7	member	Q9UNH6	primary	SNX7
SOD1	member	P00441	primary	SOD1
SOD2	member	P04179	primary	SOD2
SON	member	P18583	primary	SON
SORBS1	member	Q9BX66	primary	SORBS1
SORBS2	in_tier1	O94875	primary	SORBS2
SORBS3	member	O60504	primary	SORBS3
SORD	member	Q00796	primary	SORD
SORT1	member	Q99523	primary	SORT1
SP100	member	P23497	primary	SP100
SPAG7	member	O75391	primary	SPAG7
SPAG9	member	O60271	primary	SPAG9
SPARC	member	P09486	primary	SPARC
SPATA20	member	Q8TB22	primary	SPATA20
SPATS2L	member	Q9NUQ6	primary	SPATS2L
SPCS1	member	Q9Y6A9	primary	SPCS1
SPCS2	member	Q15005	primary	SPCS2
SPCS3	member	P61009	primary	SPCS3
SPECC1	member	Q5M775	primary	SPECC1
SPECC1L	member	Q69YQ0	primary	SPECC1L
SPECC1L-ADORA2A	unmapped			
SPEG	member	Q15772	primary	SPEG
SPG20	member	Q8N0X7	synonym	SPART
SPG7	member	Q9UQ90	primary	SPG7
SPINK5	member	Q9NQ38	primary	SPINK5
SPR	member	P35270	primary	SPR
SPRR1A	member	P35321	primary	SPRR1A
SPRR1B	member	P22528	primary	SPRR1B
SPRYD4	member	Q8WW59	primary	SPRYD4
SPTA1	member	P02549	primary	SPTA1
SPTAN1	in_tier1	Q13813	primary	SPTAN1
SPTB	member	P11277	primary	SPTB
SPTBN1	in_tier1	Q01082	primary	SPTBN1
SPTLC1	member	O15269	primary	SPTLC1
SPTLC2	member	O15270	primary	SPTLC2
SQRDL	member	Q9Y6N5	synonym	SQOR
SQSTM1	in_tier1	Q13501	primary	SQSTM1
SRI	in_tier1	P30626	primary	SRI
SRL	member	Q86TD4	primary	SRL
SRM	member	P19623	primary	SRM
SRP14	member	P37108	primary	SRP14
SRP54	member	P61011	primary	SRP54
SRP68	member	Q9UHB9	primary	SRP68
SRP72	member	O76094	primary	SRP72
SRP9	member	P49458	primary	SRP9
SRPR	member	P08240	synonym	SRPRA
SRPRB	member	Q9Y5M8	primary	SRPRB
SRRM1	member	Q8IYB3	primary	SRRM1
SRRM2	member	Q9UQ35	primary	SRRM2
SRRT	member	Q9BXP5	primary	SRRT
SRSF1	member	Q07955	primary	SRSF1
SRSF2	member	Q01130	primary	SRSF2
SRSF3	member	P84103	primary	SRSF3
SRSF5	member	Q13243	primary	SRSF5
SRSF6	member	Q13247	primary	SRSF6
SRSF7	member	Q16629	primary	SRSF7
SSB	member	P05455	primary	SSB
SSBP1	member	Q04837	primary	SSBP1
SSH1	member	Q8WYL5	primary	SSH1
SSPN	member	Q14714	primary	SSPN
SSR1	member	P43307	primary	SSR1
SSR3	member	Q9UNL2	primary	SSR3
SSR4	member	P51571	primary	SSR4
SSRP1	member	Q08945	primary	SSRP1
SSU72	member	Q9NP77	primary	SSU72
ST13	member	P50502	primary	ST13
ST13P4	member	Q8IZP2	primary	ST13P4
ST13P5	member	Q8NFI4	primary	ST13P5
ST20-MTHFS	unmapped			
ST6GALNAC1	member	Q9NSC7	primary	ST6GALNAC1
STAC3	member	Q96MF2	primary	STAC3
STAG1	ambiguous	Q8WVM7;Q969W9		
STAM	member	Q92783	primary	STAM
STAM2	member	O75886	primary	STAM2
STAMBP	member	O95630	primary	STAMBP
STAT1	member	P42224	primary	STAT1
STAT2	member	P52630	primary	STAT2
STAT3	member	P40763	primary	STAT3
STAT5A	member	P42229	primary	STAT5A
STAT5B	member	P51692	primary	STAT5B
STAT6	member	P42226	primary	STAT6
STAU1	member	O95793	primary	STAU1
STAU2	member	Q9NUL3	primary	STAU2
STBD1	member	O95210	primary	STBD1
STEAP3	member	Q658P3	primary	STEAP3
STIM1	member	Q13586	primary	STIM1
STIP1	member	P31948	primary	STIP1
STK26	member	Q9P289	primary	STK26
STK38	member	Q15208	primary	STK38
STK38L	member	Q9Y2H1	primary	STK38L
STK39	member	Q9UEW8	primary	STK39
STMN1	member	P16949	primary	STMN1
STMN2	member	Q93045	primary	STMN2
STOM	member	P27105	primary	STOM
STOML2	member	Q9UJZ1	primary	STOML2
STRAP	member	Q9Y3F4	primary	STRAP
STRIP2	member	Q9ULQ0	primary	STRIP2
STRN	member	O43815	primary	STRN
STRN3	member	Q13033	primary	STRN3
STT3A	member	P46977	primary	STT3A
STT3B	member	Q8TCJ2	primary	STT3B
STUB1	in_tier1	Q9UNE7	primary	STUB1
STX12	member	Q86Y82	primary	STX12
STX2	member	P32856	primary	STX2
STX3	member	Q13277	primary	STX3
STX4	member	Q12846	primary	STX4
STX5	member	Q13190	primary	STX5
STX7	member	O15400	primary	STX7
STX8	member	Q9UNK0	primary	STX8
STXBP1	member	P61764	primary	STXBP1
STXBP3	member	O00186	primary	STXBP3
SUB1	member	P53999	primary	SUB1
SUCLA2	member	Q9P2R7	primary	SUCLA2
SUCLG1	member	P53597	primary	SUCLG1
SUCLG2	member	Q96I99	primary	SUCLG2
SUGCT	member	Q9HAC7	primary	SUGCT
SUGP2	member	Q8IX01	primary	SUGP2
SUGT1	member	Q9Y2Z0	primary	SUGT1
SULF1	member	Q8IWU6	primary	SULF1
SULT1A1	member	P50225	primary	SULT1A1
SULT2B1	member	O00204	primary	SULT2B1
SUMO1	member	P63165	primary	SUMO1
SUMO2	member	P61956	primary	SUMO2
SUMO3	member	P55854	primary	SUMO3
SUN1	member	O94901	primary	SUN1
SUN2	member	Q9UH99	primary	SUN2
SUOX	member	P51687	primary	SUOX
SUPT16H	member	Q9Y5B9	primary	SUPT16H
SUPT5H	member	O00267	primary	SUPT5H
SUPV3L1	member	Q8IYB8	primary	SUPV3L1
SURF1	member	Q15526	primary	SURF1
SURF4	member	O15260	primary	SURF4
SURF6	member	O75683	primary	SURF6
SVIL	in_tier1	O95425	primary	SVIL
SYAP1	member	Q96A49	primary	SYAP1
SYMPK	member	Q92797	primary	SYMPK
SYNC	in_tier1	Q9H7C4	primary	SYNC
SYNCRIP	member	O60506	primary	SYNCRIP
SYNE1	in_tier1	Q8NF91	primary	SYNE1
SYNE2	in_tier1	Q8WXH0	primary	SYNE2
SYNGR2	member	O43760	primary	SYNGR2
SYNJ2BP	member	P57105	primary	SYNJ2BP
SYNJ2BP-COX16	unmapped			
SYNM	in_tier1	O15061	primary	SYNM
SYNPO	in_tier1	Q8N3V7	primary	SYNPO
SYNPO2	in_tier1	Q9UMS6	primary	SYNPO2
SYNPO2L	in_tier1	Q9H987	primary	SYNPO2L
SYNRG	member	Q9UMZ2	primary	SYNRG
SYPL1	member	Q16563	primary	SYPL1
SYPL2	member	Q5VXT5	primary	SYPL2
Septin 1	unmapped			
Septin 2	unmapped			
Septin 3	unmapped			
Septin 4	unmapped			
Septin 5	unmapped			
Septin 6	unmapped			
Septin 7	unmapped			
Septin 8	unmapped			
TACC1	member	O75410	primary	TACC1
TACC2	member	O95359	primary	TACC2
TACO1	member	Q9BSH4	primary	TACO1
TAF15	ambiguous	Q16514;Q92804		
TAGLN	member	Q01995	primary	TAGLN
TAGLN2	member	P37802	primary	TAGLN2
TALDO1	member	P37837	primary	TALDO1
TAMM41	member	Q96BW9	primary	TAMM41
TANC1	member	Q9C0D5	primary	TANC1
TAOK1	member	Q7L7X3	primary	TAOK1
TAOK3	member	Q9H2K8	primary	TAOK3
TAP1	member	Q03518	primary	TAP1
TARDBP	member	Q13148	primary	TARDBP
TARS	member	P26639	synonym	TARS1
TARS2	member	Q9BW92	primary	TARS2
TARSL2	member	A2RTX5	synonym	TARS3
TATDN1	member	Q6P1N9	primary	TATDN1
TBC1D13	member	Q9NVG8	primary	TBC1D13
TBC1D17	member	Q9HA65	primary	TBC1D17
TBC1D4	member	O60343	primary	TBC1D4
TBCA	member	O75347	primary	TBCA
TBCB	member	Q99426	primary	TBCB
TBCC	member	Q15814	primary	TBCC
TBCE	member	Q15813	primary	TBCE
TBCEL	member	Q5QJ74	primary	TBCEL
TBL1XR1	member	Q9BZK7	primary	TBL1XR1
TBL2	member	Q9Y4P3	primary	TBL2
TBL3	member	Q12788	primary	TBL3
TBRG4	member	Q969Z0	primary	TBRG4
TCAF1	member	Q9Y4C2	primary	TCAF1
TCAP	in_tier1	O15273	primary	TCAP
TCEA1	member	P23193	primary	TCEA1
TCEA3	member	O75764	primary	TCEA3
TCEB1	member	Q15369	synonym	ELOC
TCEB2	member	Q15370	synonym	ELOB
TCERG1	member	O14776	primary	TCERG1
TCOF1	member	Q13428	primary	TCOF1
TCP1	member	P17987	primary	TCP1
TDRD7	member	Q8NHU6	primary	TDRD7
TECR	member	Q9NZ01	primary	TECR
TECRL	member	Q5HYJ1	primary	TECRL
TES	member	Q9UGI8	primary	TES
TEX264	member	Q9Y6I9	primary	TEX264
TF	member	P02787	primary	TF
TFAM	member	Q00059	primary	TFAM
TFCP2	member	Q12800	primary	TFCP2
TFG	member	Q92734	primary	TFG
TFRC	member	P02786	primary	TFRC
TGFB1I1	member	O43294	primary	TGFB1I1
TGFBI	member	Q15582	primary	TGFBI
TGM1	member	P22735	primary	TGM1
TGM2	member	P21980	primary	TGM2
TGM3	member	Q08188	primary	TGM3
TGM5	member	O43548	primary	TGM5
THAP4	member	Q8WY91	primary	THAP4
THBS4	member	P35443	primary	THBS4
THEM6	member	Q8WUY1	primary	THEM6
THNSL1	member	Q8IYQ7	primary	THNSL1
THNSL2	member	Q86YJ6	primary	THNSL2
THOC2	member	Q8NI27	primary	THOC2
THOP1	member	P52888	primary	THOP1
THRAP3	member	Q9Y2W1	primary	THRAP3
THTPA	member	Q9BU02	primary	THTPA
THUMPD1	member	Q9NXG2	primary	THUMPD1
THYN1	member	Q9P016	primary	THYN1
TIAL1	member	Q01085	primary	TIAL1
TIGAR	member	Q9NQ88	primary	TIGAR
TIMM10	member	P62072	primary	TIMM10
TIMM13	member	Q9Y5L4	primary	TIMM13
TIMM21	member	Q9BVV7	primary	TIMM21
TIMM22	member	Q9Y584	primary	TIMM22
TIMM23	member	O14925	primary	TIMM23
TIMM23B	member	Q5SRD1	primary	TIMM23B
TIMM44	member	O43615	primary	TIMM44
TIMM50	member	Q3ZCQ8	primary	TIMM50
TIMM8A	member	O60220	primary	TIMM8A
TIMM8B	member	Q9Y5J9	primary	TIMM8B
TIMM9	member	Q9Y5J7	primary	TIMM9
TIMMDC1	member	Q9NPL8	primary	TIMMDC1
TIMP3	member	P35625	primary	TIMP3
TINAGL1	member	Q9GZM7	primary	TINAGL1
TIPRL	member	O75663	primary	TIPRL
TJP1	member	Q07157	primary	TJP1
TJP2	member	Q9UDY2	primary	TJP2
TKFC	member	Q3LXA3	primary	TKFC
TKT	ambiguous	P29401;Q16832		
TLN1	member	Q9Y490	primary	TLN1
TLN2	member	Q9Y4G6	primary	TLN2
TM6SF1	member	Q9BZW5	primary	TM6SF1
TM7SF2	member	O76062	primary	TM7SF2
TM9SF2	member	Q99805	primary	TM9SF2
TM9SF3	member	Q9HD45	primary	TM9SF3
TM9SF4	member	Q92544	primary	TM9SF4
TMBIM6	member	P55061	primary	TMBIM6
TMCO1	member	Q9UM00	primary	TMCO1
TMED1	member	Q13445	primary	TMED1
TMED10	member	P49755	primary	TMED10
TMED2	member	Q15363	primary	TMED2
TMED4	member	Q7Z7H5	primary	TMED4
TMED5	member	Q9Y3A6	primary	TMED5
TMED7	member	Q9Y3B3	primary	TMED7
TMED7-TICAM2	unmapped			
TMED9	member	Q9BVK6	primary	TMED9
TMEM109	member	Q9BVC6	primary	TMEM109
TMEM11	member	P17152	primary	TMEM11
TMEM110-MUSTN1	unmapped			
TMEM120A	member	Q9BXJ8	primary	TMEM120A
TMEM126A	member	Q9H061	primary	TMEM126A
TMEM143	member	Q96AN5	primary	TMEM143
TMEM14C	member	Q9P0S9	primary	TMEM14C
TMEM159	member	Q96B96	synonym	LDAF1
TMEM189-UBE2V1	unmapped			
TMEM192	member	Q8IY95	primary	TMEM192
TMEM205	member	Q6UW68	primary	TMEM205
TMEM214	member	Q6NUQ4	primary	TMEM214
TMEM223	member	A0PJW6	primary	TMEM223
TMEM245	member	Q9H330	primary	TMEM245
TMEM261	member	Q96GE9	synonym	DMAC1
TMEM263	member	Q8WUH6	primary	TMEM263
TMEM33	member	P57088	primary	TMEM33
TMEM38A	member	Q9H6F2	primary	TMEM38A
TMEM38B	member	Q9NVV0	primary	TMEM38B
TMEM41B	member	Q5BJD5	primary	TMEM41B
TMEM43	member	Q9BTV4	primary	TMEM43
TMEM65	member	Q6PI78	primary	TMEM65
TMEM70	member	Q9BUB7	primary	TMEM70
TMEM97	member	Q5BJF2	primary	TMEM97
TMLHE	member	Q9NVH6	primary	TMLHE
TMOD1	in_tier1	P28289	primary	TMOD1
TMOD3	in_tier1	Q9NYL9	primary	TMOD3
TMOD4	in_tier1	Q9NZQ9	primary	TMOD4
TMPIT	member	Q9BXJ8	synonym	TMEM120A
TMPO	ambiguous	P42166;P42167		
TMSB4X	member	P62328	primary	TMSB4X
TMTC3	member	Q6ZXV5	primary	TMTC3
TMUB1	member	Q9BVT8	primary	TMUB1
TMX1	member	Q9H3N1	primary	TMX1
TMX3	member	Q96JJ7	primary	TMX3
TMX4	member	Q9H1E5	primary	TMX4
TNC	member	P24821	primary	TNC
TNKS1BP1	member	Q9C0C2	synonym	CNOT12
TNNC1	ambiguous	P19429;P63316		
TNNC2	in_tier1	P02585	primary	TNNC2
TNNI1	in_tier1	P19237	primary	TNNI1
TNNI2	in_tier1	P48788	primary	TNNI2
TNNI3	in_tier1	P19429	primary	TNNI3
TNNT1	in_tier1	P13805	primary	TNNT1
TNNT2	in_tier1	P45379	primary	TNNT2
TNNT3	in_tier1	P45378	primary	TNNT3
TNPO1	member	Q92973	primary	TNPO1
TNPO3	member	Q9Y5L0	primary	TNPO3
TNS1	member	Q9HBL0	primary	TNS1
TNS2	member	Q63HR2	primary	TNS2
TNXB	member	P22105	primary	TNXB
TOLLIP	member	Q9H0E2	primary	TOLLIP
TOM1	member	O60784	primary	TOM1
TOM1L2	member	Q6ZVM7	primary	TOM1L2
TOMM22	member	Q9NS69	primary	TOMM22
TOMM40	member	O96008	primary	TOMM40
TOMM70A	member	O94826	synonym	TOMM70
TOP1	member	P11387	primary	TOP1
TOP2B	member	Q02880	primary	TOP2B
TOR1AIP1	member	Q5JTV8	primary	TOR1AIP1
TOR1AIP2	ambiguous	Q8NFQ8;Q9H496		
TOR1B	member	O14657	primary	TOR1B
TP53BP1	member	Q12888	primary	TP53BP1
TP53I11	member	O14683	primary	TP53I11
TP53I3	member	Q53FA7	primary	TP53I3
TP53RK	member	Q96S44	primary	TP53RK
TPD52	member	P55327	primary	TPD52
TPD52L1	member	Q16890	primary	TPD52L1
TPD52L2	member	O43399	primary	TPD52L2
TPI1	member	P60174	primary	TPI1
TPM1	in_tier1	P09493	primary	TPM1
TPM2	in_tier1	P07951	primary	TPM2
TPM3	in_tier1	P06753	primary	TPM3
TPM4	in_tier1	P67936	primary	TPM4
TPP1	ambiguous	O14773;P49638;Q96AP0		
TPP2	member	P29144	primary	TPP2
TPPP	member	O94811	primary	TPPP
TPPP3	member	Q9BW30	primary	TPPP3
TPR	member	P12270	primary	TPR
TPSAB1	member	Q15661	primary	TPSAB1
TPSB2	member	P20231	primary	TPSB2
TPT1	member	P13693	primary	TPT1
TRA2A	member	Q13595	primary	TRA2A
TRA2B	member	P62995	primary	TRA2B
TRAFD1	member	O14545	primary	TRAFD1
TRAK1	member	Q9UPV9	primary	TRAK1
TRAP1	ambiguous	Q12931;Q58FF3		
TRAPPC1	member	Q9Y5R8	primary	TRAPPC1
TRAPPC12	member	Q8WVT3	primary	TRAPPC12
TRAPPC3	member	O43617	primary	TRAPPC3
TRAPPC5	member	Q8IUR0	primary	TRAPPC5
TRAPPC6B	member	Q86SZ2	primary	TRAPPC6B
TRDN	member	Q13061	primary	TRDN
TRIAP1	member	O43715	primary	TRIAP1
TRIM21	member	P19474	primary	TRIM21
TRIM22	member	Q8IYM9	primary	TRIM22
TRIM25	member	Q14258	primary	TRIM25
TRIM28	member	Q13263	primary	TRIM28
TRIM29	member	Q14134	primary	TRIM29
TRIM32	in_tier1	Q13049	primary	TRIM32
TRIM54	in_tier1	Q9BYV2	primary	TRIM54
TRIM55	member	Q9BYV6	primary	TRIM55
TRIM56	member	Q9BRZ2	primary	TRIM56
TRIM7	member	Q9C029	primary	TRIM7
TRIM72	member	Q6ZMU5	primary	TRIM72
TRIO	member	O75962	primary	TRIO
TRIOBP	member	Q9H2D6	primary	TRIOBP
TRIP10	member	Q15642	primary	TRIP10
TRIP11	member	Q15643	primary	TRIP11
TRMT10C	member	Q7L0Y3	primary	TRMT10C
TRMT61B	member	Q9BVS5	primary	TRMT61B
TRNT1	member	Q96Q11	primary	TRNT1
TROVE2	member	P10155	synonym	RO60
TRPT1	member	Q86TN4	primary	TRPT1
TSC2	member	P49815	primary	TSC2
TSFM	member	P43897	primary	TSFM
TSG101	member	Q99816	primary	TSG101
TSN	member	Q15631	primary	TSN
TSNAX	member	Q99598	primary	TSNAX
TSPAN8	member	P19075	primary	TSPAN8
TSPO	ambiguous	B1AH88;P30536		
TSSC1	member	Q53HC9	synonym	EIPR1
TST	member	Q16762	primary	TST
TSTA3	member	Q13630	synonym	GFUS
TSTD1	member	Q8NFU3	primary	TSTD1
TTC1	member	Q99614	primary	TTC1
TTC30B	member	Q8N4P2	synonym	IFT70B
TTC37	member	Q6PGP7	synonym	SKIC3
TTC38	member	Q5R3I4	primary	TTC38
TTN	in_tier1	Q8WZ42	primary	TTN
TTR	member	P02766	primary	TTR
TUBA1A	member	Q71U36	primary	TUBA1A
TUBA1B	member	P68363	primary	TUBA1B
TUBA1C	member	Q9BQE3	primary	TUBA1C
TUBA4A	member	P68366	primary	TUBA4A
TUBA8	member	Q9NY65	primary	TUBA8
TUBB	member	P07437	primary	TUBB
TUBB2A	member	Q13885	primary	TUBB2A
TUBB2B	member	Q9BVA1	primary	TUBB2B
TUBB4B	member	P68371	primary	TUBB4B
TUBB6	member	Q9BUF5	primary	TUBB6
TUBG1	member	P23258	primary	TUBG1
TUBG2	member	Q9NRH3	primary	TUBG2
TUFM	member	P49411	primary	TUFM
TWF1	in_tier1	Q12792	primary	TWF1
TWF2	in_tier1	Q6IBS0	primary	TWF2
TXLNA	member	P40222	primary	TXLNA
TXLNB	member	Q8N3L3	primary	TXLNB
TXN	member	P10599	primary	TXN
TXN2	member	Q99757	primary	TXN2
TXNDC12	member	O95881	primary	TXNDC12
TXNDC17	member	Q9BRA2	primary	TXNDC17
TXNDC5	member	Q8NBS9	primary	TXNDC5
TXNL1	member	O43396	primary	TXNL1
TXNRD1	member	Q16881	primary	TXNRD1
TXNRD2	member	Q9NNW7	primary	TXNRD2
TYMP	member	P19971	primary	TYMP
U2AF1	member	Q01081	primary	U2AF1
U2AF2	member	P26368	primary	U2AF2
U2SURP	member	O15042	primary	U2SURP
UACA	member	Q9BZF9	primary	UACA
